company	address	city	state	zip_code	lat	lon	website
Dead Lizard Brewing Company	4507 36th St Ste C	Orlando	FL	32811-6520	28.502994	-81.436323	www.deadlizardbrewing.com
RockPit Brewing	10 West Illiana St	Orlando	FL	32806	28.510751	-81.376886	www.rockpitbrewing.com
Ocean Sun Brewing	3030 Curry Ford Road	Orlando	FL	32806-3376	28.523503	-81.344228	
Orlando Brewing Partners, Inc.	1301 Atlanta Ave	Orlando	FL	32806-3908	28.526519	-81.382755	www.orlandobrewing.com
Marker 48 Brewing LLC	12147 Cortez Blvd	Brooksville	FL	34613-5551	28.53429	-82.524429	www.marker48.com
Broken Strings Brewery	1012 W Church St	Orlando	FL	32805-2216	28.539898	-81.393821	www.brokenstringsbrewery.com
Orange County Brewers	131 N Orange Ave Ste 106	Orlando	FL	32801-2385	28.544309	-81.378711	www.theocbrewers.com
Sideward Brewing Co	210 N Bumby Ave Suite C	Orlando	FL	32803	28.545467	-81.352221	www.sidewardbrewing.com
Playalinda Brewing Company - Brix Project	5220 S Washington Ave	Titusville	FL	32780-7316	28.546639	-80.796255	www.playalindabrewingcompany.com
Suncreek Brewery	790 W Minneola Ave Unit 3	Clermont	FL	34711	28.556634	-81.768242	www.suncreekbrewery.com
Ivanhoe Park Brewing Company	1300 Alden Rd	Orlando	FL	32803-1822	28.563231	-81.372131	www.IvanhoeParkBrewing.com
Ten 10 Brewing Co	1010 Virginia Dr	Orlando	FL	32803-2532	28.563645	-81.365863	www.ten10brewingcompany.com
Crooked Can Brewing Co	426 W Plant St	Winter Garden	FL	34787-3014	28.564146	-81.590796	www.crookedcan.com
Redlight Redlight Beer Parlour and Brewery	2810 Corrine Dr	Orlando	FL	32803-2226	28.567537	-81.347682	www.redlightredlightbeerparlour.com
Tactical Brewing Company	4882 New Broad St	Orlando	FL	32814	28.567834	-81.326746	www.tacticalbeer.com
Toll Road Brewing Company	101 W McKey St	Ocoee	FL	34761	28.569744	-81.545546	www.tollroadbrewing.com
The Bear And Peacock	1288 Orange Ave	Winter Park	FL	32789-4940	28.58	-81.36	www.thebearandpeacock.com
Deadly Sins Brewing	750 Jackson Ave Ste 102	Winter Park	FL	32789-4673	28.590969	-81.370628	www.deadlysinsbrewing.com
Cask & Larder Brewing Co.	565 W Fairbanks Ave	Winter Park	FL	32789-5005	28.593429	-81.35614	www.caskandlarder.com
Playalinda Brewing Company	305 S Washington Ave	Titusville	FL	32796-3539	28.612547	-80.807551	www.playalindabrewingcompany.com
O'Neil & Sons Brewing Company	206 S Commerce St	Port Lavaca	TX	77979	28.615598	-96.622955	www.oneilandsons.com/home
Bowigens Beer Company	1014 State Road 436	Casselberry	FL	32707-5722	28.646465	-81.321112	www.bowigens.com
Oviedo Brewing Co	1280 Oviedo Mall Blvd Unit 1095	Oviedo	FL	32765-7426	28.663574	-81.235145	http://www.oviedobrewingco.com
Goliad Brewing Company	252 Metting Rd	Goliad	TX	77963-3966	28.691225	-97.400647	www.goliadbrewing.com
Hourglass Brewing	480 S Ronald Reagan Blvd Ste 1020	Longwood	FL	32750-5498	28.692302	-81.346907	www.HourglassBrewing.com
Red Cypress Brewery	855 E SR 434	Winter Springs	FL	32708-2704	28.703499	-81.286327	www.redcypressbrewery.com
Mount Dora Brewing Co	405 S Highland St	Mount Dora	FL	32757-6101	28.793654	-81.636345	www.mountdorabrewing.com
WopsHops Brewing Company	419 Sanford Ave	Sanford	FL	32771-1970	28.808331	-81.264842	www.wopshopsbrewing.com
Sanford Brewing Company	400 Sanford Ave	Sanford	FL	32771-1971	28.808882	-81.265136	www.sanfordbrewing.com
Great Chicago Fire Brewery and Tap Room	311 W Magnolia St	Leesburg	FL	34748-5894	28.81031	-81.8766	www.chifibrew.com
Inner Compass Brewing	300 E 2nd St	Sanford	FL	32771-1312	28.81083	-81.26597	www.innercompassbrewing.com
Deviant Wolfe Brewing	121 W 1st St	Sanford	FL	32771-1201	28.811576	-81.268695	www.facebook.com/DeviantWolfeBrewing
Wolf Branch Brewing Co.	119 N Bay St	Eustis	FL	32726-3402	28.85379	-81.685651	www.wolfbranchbrewing.com
Central 28 Beer Company	290 Springview Commerce Dr Ste 1	Debary	FL	32713-4848	28.8695	-81.328128	www.central28beer.com
Backyard Barn Winery and Microbrewery	1945 E County Road 462	Wildwood	FL	34785-8594	28.893018	-82.072303	www.backyardbardwinery.com
Copp Brewery & Winery	11 NE 4th Ave	Crystal River	FL	34429-4246	28.894842	-82.587231	www.coppbrewery.com
Nature Coast Brewing Company	564 N Citrus Ave	Crystal River	FL	34428-4017	28.899296	-82.593237	www.naturecoastbrewingco.com
Half Wall Brewery	1887 SR 44	New Smyrna Beach	FL	32168	29.014023	-80.945173	www.halfwallbrewery.com
New Smyrna Beach Brewing Co	143 Canal St	New Smyrna Beach	FL	32168-7067	29.025649	-80.921324	www.newsmyrnabrewing.com
Persimmon Hollow Brewing	111 W Georgia Ave	Deland	FL	32720-5406	29.027381	-81.303951	www.persimmonhollowbrewing.com
Tomoka Brewing Company	4647 Clyde Morris Blvd Unit 504	Port Orange	FL	32129-3001	29.129314	-81.024831	www.tomokabrewingco.com
Infinite Ale Works	304 S Magnolia Ave	Ocala	FL	34471-1158	29.183884	-82.137094	InfiniteAleWorks.com
Rock Bottom Brewery	1864 Victory Cir Bldg K	Daytona Beach	FL	32114	29.193177	-81.072229	
Daytona Beach Brewing Company	482 Fentress Blvd Ste N	Daytona Beach	FL	32114-1298	29.199395	-81.083309	www.daytonabeachbrewingcompany.com
Galveston Island Brewing	8423 Stewart Rd	Galveston	TX	77554-9242	29.255824	-94.849233	www.GalvestonIslandBrewing.com
Ormond Brewing	301 Division Ave Unit 15	Ormond Beach	FL	32174-8812	29.274443	-81.06103	www.ormondbrewing.com
Cactus Land Brewing Company	368 County Road 325	Adkins	TX	78101-2812	29.290082	-98.253837	www.cactuslandbrewing.com
Beerfoot Brewery	2816 Avenue R 1/2	Galveston	TX	77550-7742	29.295089	-94.797198	www.yagaspresents.com/beerfoot/index.html
Devil and the Deep	2425 Postoffice St	Galveston	TX	77550-4629	29.30402	-94.794857	www.devilandthedeep.com
Beachside Brew Pub	1368 Ocean Shore Blvd	Ormond Beach	FL	32176-3630	29.326576	-81.057272	www.beachsidebrewpub.com
Fetching Lab Brewing Co.	1578 County Road 423 Suite B	Alvin	TX	77511	29.396059	-95.187479	www.fetchinglabbrewery@gmail.com
Freetail Brewing Co	2000 S Presa St	San Antonio	TX	78210-2835	29.401618	-98.482246	www.freetailbrewing.com
KÃƒÂ¼nstler Brewing	302 E Lachapelle	San Antonio	TX	#N/A	29.405006	-98.50025	www.kuenstlerbrewing.com
Dorcol Distilling and Brewing CO	1902 S Flores St	San Antonio	TX	78204	29.405605	-98.502144	www.dorcolspirits.com
Blue Star Brewing Co	1414 S Alamo St # 105	San Antonio	TX	78210-1117	29.409795	-98.495378	www.bluestarbrewing.com
Spoetzl Brewery	603 E Brewery St	Shiner	TX	77984-0368	29.42254	-97.153946	www.shiner.com
Gordon Street Tavern	114 N Gordon St	Alvin	TX	77511-2331	29.424201	-95.243987	www.gordonstreettavern.com
Alamo Beer Co	415 Burnet St	San Antonio	TX	78202-1909	29.429563	-98.477224	www.alamobeer.com
Roadmap Brewing Co	723 N Alamo St	San Antonio	TX	78215-1812	29.431873	-98.4822	www.roadmapbrewing.com
Granary 'Cue and Brew	602 Avenue A	San Antonio	TX	78215-1222	29.441477	-98.479271	www.thegranarysa.com
Southerleigh Brewing	136 E Grayson St., Ste 120	San Antonio	TX	78212-4114	29.442822	-98.480901	www.southerleigh.com
Galveston Bay Beer Company, Inc.	12900 FM 3436 Rd	Dickinson	TX	77539-2565	29.483598	-95.008596	www.galvestonbaybeer.com
Texas Beer Refinery	1825 Dickinson Ave Unit B	Dickinson	TX	77539-7799	29.484573	-95.04725	www.texasbeerrefinery.com
Mad Pecker Brewing	6025 Tezel Rd Ste 122	San Antonio	TX	78250-4180	29.489251	-98.666092	www.madpeckerbrewing.com
Busted Sandal Brewing Company	7114 Oaklawn Dr	San Antonio	TX	78229-3021	29.498665	-98.556333	www.bustedsandalbrewing.com
Saloon Door Brewing Co	105 Magellan Cir Ste A	Webster	TX	77598-2033	29.526633	-95.118692	www.saloondoorbrewing.com
Ranger Creek Brewery	4834 Whirlwind Dr Ste 2	San Antonio	TX	78217-3740	29.52944	-98.397094	www.drinkrangercreek.com
BAKFISH Brewing Company	1231 Broadway St	Pearland	TX	77581-6303	29.543232	-95.222712	www.bakfishbrewing.com
Islla St. Brewing	11911 Crosswinds Way Unit 201	San Antonio	TX	78233	29.547864	-98.375777	https://www.isllastreetbrewing.com/
Weathered Souls Brewing Co.	606 Embassy Oaks Ste 500	San Antonio	TX	78216-1501	29.564176	-98.488986	www.weatheredsouls.beer
Seguin Brewing Company	111 W Gonzales St	Seguin	TX	78155-5630	29.569427	-97.965187	www.seguinbrewing.com
Moonrise Brewing Company	101 Palm Harbor Pkwy #123	Palm Coast	FL	32137	29.571578	-81.190918	www.moonrisebrewingcompany.com
Vallensons Brewing Co.	4081 Rice Drier Road	Pearland	TX	77581	29.57557	-95.28715	www.vallensons.com
Spigots Brew Pub	622 Barrow St	Houma	LA	70360-4608	29.593556	-90.720026	www.spigotsbrewpub.com
Freetail Brewing Co - Brewpub	4035 N Loop 1604 W Ste 105	San Antonio	TX	78257-9547	29.601626	-98.561321	www.freetailbrewing.com
Fulbrook Ale Works	1125 Farm To Market 359	Richmond	TX	77406	29.611885	-95.743219	Fulbrookaleworks.com
Swamp Head Brewery	3650 SW 42nd Ave	Gainesville	FL	32608-2598	29.61459	-82.37675	www.swamphead.com
Alcatraz Brewing	20 Ocean Vista Ln	Palm Coast	FL	32137-2743	29.618549	-81.19301	www.alcatraz.beer
Running Walker Brewery & Braman Winery	3421 FM 359 Rd	Richmond	TX	77406-7855	29.625755	-95.763191	
Texas Leaguer Brewing Company	13503 Pike Rd	Missouri City	TX	77489-1033	29.627915	-95.548628	www.txleaguer.com
First Magnitude Brewing Company	1220 SE Veitch St	Gainesville	FL	32601-7917	29.639989	-82.32419	www.fmbrewing.com
Brigadoon Brewery & Brew School	4808 Fairmont Pkwy Ste 112	Pasadena	TX	77505-3722	29.649369	-95.171195	www.brigadoonbrewery.com
Big Top Brewing Company Gainesville	201 SE Second Ave Ste 101	Gainesville	FL	32601	29.65017	-82.323506	www.bigtopbrewing.com
Blackadder Brewing Company	618 NW 60th St Ste A	Gainesville	FL	32607-6014	29.658093	-82.406939	www.blackadderbrewing.com
Cypress and Grove Brewing Company	1001 NW 4th Street	Gainesville	FL	32601-4256	29.661344	-82.328688	www.cypressandgrove.com
BS Brewing	1408 Old Lehmann Rd	Seguin	TX	78155-5048	29.687987	-97.902391	www.bsbrewingtx.com
Faust Hotel Restaurant and Brew Pub	499 S Castell Ave	New Braunfels	TX	78130-7618	29.698683	-98.120294	www.faustbrewing.com
New Braunfels Brewing	180 W Mill St Ste 100	New Braunfels	TX	78130-5058	29.703069	-98.126827	www.nbbrewing.com
5 Stones Artisan Brewery	11335 Farm To Market Road 1863	New Braunfels	TX	78132	29.711523	-98.26144	
Baileson Brewing Company, LLC	2322 Bissonnet St	Houston	TX	77005-1512	29.72572	-95.413769	www.bailesonbrewing.com
Oyster City Brewing Company	17 Avenue D	Apalachicola	FL	32320-1801	29.727545	-84.983338	www.oystercitybrewingco.com
Ruba Brewing	3310 Buttercup St	Houston	TX	77063	29.728472	-95.517253	
Under The Radar Brewery	1506 Truxillo St	Houston	TX	77004-3960	29.734128	-95.376015	www.undertheradarbrewery.com
Eastpoint Beer Company	374 US-98	Eastpoint	FL	32328	29.7366	-84.87959	
Bandera Ale Project, LLC	3540 State Highway 16 S Ste 2A	Bandera	TX	78003-3561	29.741489	-99.02822	www.banderabrewery.com
The Phoenix On Westheimer	1915 Westheimer Rd	Houston	TX	77098-1521	29.742543	-95.407666	www.phoenixow.com
8th Wonder Brewery	2202 Dallas St	Houston	TX	77003-3519	29.749011	-95.35576	www.8thwonder.com
Sigma Brewing Company	3118 Harrisburg Blvd # 108	Houston	TX	77003-2334	29.749201	-95.343549	www.sigmabrewingcompany.com
True Anomaly Brewing	2012 Dallas St	Houston	TX	77003	29.74983	-95.357262	www.trueanomalybrewing.com
Whole Foods Market Brewing Company	1700 Post Oak Blvd Ste 1G101	Houston	TX	77056-3963	29.749833	-95.461927	
Moon Tower Sudworks	3004 Canal St	Houston	TX	77003-1627	29.754305	-95.340942	www.damngoodfoodcoldassbeer.com
Mudbug Brewery	1878 LA Hwy 3185	Thibodaux	LA	70302-1077	29.762236	-90.832353	www.mudbugbrewery.com
Platypus Brewing	1902 Washington Ave Ste E	Houston	TX	77007-6414	29.768177	-95.377461	www.platypusbrewing.com
Saint Arnold Brewing Co	2000 Lyons Ave	Houston	TX	77020-2028	29.771117	-95.348524	www.saintarnold.com
Holler Brewing Company	2206 Edwards St Ste A	Houston	TX	77007-4412	29.771204	-95.380565	www.hollerbeer.com
Baa Baa Brewhouse	539 FM 359 Rd S	Brookshire	TX	77423-8013	29.773133	-95.950955	www.baabaabrewhouse.com
Anheuser-Busch Inc Ã¢â‚¬â€œ Houston	775 Gellhorn Dr	Houston	TX	#N/A	29.773289	-95.271173	
Buffalo Bayou Brewing Co	5301 Nolda St	Houston	TX	77007-2234	29.776021	-95.416068	www.buffbrew.com
No Label Brewing Co	5351-A 1st St	Katy	TX	77493-2506	29.786405	-95.814841	www.nolabelbrew.com
Dodging Duck Brewhaus	402 River Rd	Boerne	TX	78006-2312	29.789618	-98.725933	www.dodgingduck.com
Cibolo Creek Brewing Co.	448 S Main St	Boerne	TX	78006-2338	29.790088	-98.730156	www.cibolocreekbrewing.com
Ruggedman Brewing Company	7600 Old Bastrop Rd	New Braunfels	TX	78130	29.79255	-98.019031	www.drinkthedamnbeer.com
4J Brewing Company	1348 Cedar Post Lane	Houston	TX	77055	29.794101	-95.523931	4jbrewingcompany.com
Eureka Heights Brewing Company	941 W 18th St	Houston	TX	77008-3336	29.801994	-95.416733	www.eurekaheights.com
Karbach Brewing Co	2032 Karbach St	Houston	TX	77092-8406	29.805577	-95.460594	
Boerne Brewery	9 Hill View Ln	Boerne	TX	78006-7003	29.806933	-98.734125	www.boernebrewery.com
Great Heights Brewing Company	938 Wakefield Dr	Houston	TX	77018-6204	29.821683	-95.422286	www.greatheightsbrewing.com
Walking Stick Brewing Company	946 W 41st St	Houston	TX	77018-5300	29.824398	-95.422836	
Brash Brewing Company	508 W Crosstimbers St	Houston	TX	77018-5521	29.829145	-95.407855	www.brashbeers.com
Astral Brewing	4816 N Shepherd Ste A	Houston	TX	77018	29.835457	-95.410176	www.astralbrewing.com
City Acre Brewing Co	3418 Topping St	Houston	TX	77093	29.856991	-95.335079	www.cityacrebrewing.com
Spindletap Brewery	10622 Hirsch Rd	Houston	TX	77016-2622	29.868372	-95.314702	www.spindletap.com
Guadalupe Brewery	168 Rachel Dr	Canyon Lake	TX	92008-7130	29.876364	-98.20573	www.guadalupebrew.com
Hops & Grain San Marcos	110 East MLK Dr Ste 130	San Marcos	TX	78666	29.879837	-97.940491	
Aquabrew	150 S L B J Dr	San Marcos	TX	78666-5506	29.88124	-97.940193	www.aqua-brew.com
Caracara Brewing Company	100 E Market St	Lockhart	TX	78644-2747	29.883664	-97.672016	www.caracarabrewingcompany.com
The Root Cellar	215 N Lbj Dr	San Marcos	TX	78666-5621	29.883688	-97.94042	www.rootcellarcafe.com
Dog Rose Brewing Company	77 Bridge St	Saint Augustine	FL	32084-4335	29.889033	-81.313797	www.dogrosebrewing.com
Bog Brewing Company	218 W King St	Saint Augustine	FL	32084-4144	29.890923	-81.327072	www.bogbrewery.com
Old Coast Ales	300 Anastasia Blvd Ste C	Saint Augustine	FL	32080-4759	29.891743	-81.299019	www.oldcoastales.com
Ancient City Brewing Co.	3420 Agricultural Center Dr Ste 8	Saint Augustine	FL	32092-0690	29.912129	-81.415733	www.ancientcitybrewing.com
Port Orleans Brewing Company	4124 Tchoupitoulas St	New Orleans	LA	70115-1435	29.917188	-90.098292	www.portorleansbrewingco.com
Klaus Brewing Company	10142 Jones Rd Ste A1	Houston	TX	77065	29.917733	-95.584491	www.klausbrewing.com
New Orleans Lager and Ale Brewing (NOLA Brewing)	3001 Tchoupitoulas St	New Orleans	LA	70115-1039	29.919814	-90.081308	www.nolabrewing.com
Miel Brewery & Taproom	405 6th St	New Orleans	LA	70115	29.920224	-90.079746	www.mielbrewery.com
Shade Tree Saloon & Grill	13530 US-281	Spring Branch	TX	78070	29.928843	-98.409945	www.shadetreesaloon.com
Urban South Brewery	1645 Tchoupitoulas St	New Orleans	LA	70130-1852	29.929685	-90.066666	www.urbansouthbrewery.com
Middleton Brewing (MBTX)	101 Oakwood Loop	San Marcos	TX	78666-1762	29.930635	-98.071592	www.mbtx.com
Roughhouse Brewing	612 Oakwood Loop	San Marcos	TX	78666	29.93538	-98.061638	www.roughhousebrewing.com
The Courtyard Brewery	1020 Erato St	New Orleans	LA	70130-4112	29.93911	-90.070482	www.courtyardbrew.com
Huff Brewing Company, LLC	9805 Koehn Rd	Bellville	TX	77418-7327	29.943823	-96.188893	www.huffbrewing.com
Dixie Brewing Co Inc.	6221 S Claiborne Ave Ste 101	New Orleans	LA	70125-4191	29.946318	-90.113066	
Gordon Biersch Brewery Restaurant - New Orleans	200 Poydras St	New Orleans	LA	70130-1641	29.948111	-90.065108	www.craftworksrestaurants.com
Dixie Brewing Company, LLC	1450 POYDRAS ST STE 404	New Orleans	LA	70112-0403	29.951268	-90.078348	www.dixiebeer.com
11 Below Brewing Company	6820 Bourgeois Rd	Houston	TX	77066-3107	29.951706	-95.518608	www.11belowbrewing.com
Crescent City Brewhouse	527 Decatur St	New Orleans	LA	70130-1027	29.95583	-90.064076	www.crescentcitybrewhouse.com
Parleaux Beer Lab	634 Lesseps St	New Orleans	LA	70117	29.96072	-90.03397	www.parleauxbeerlab.com
Brieux Carre Brewing Company	2115 Decatur St	New Orleans	LA	70116	29.962652	-90.057253	www.brieuxcarre.com
Rough Diamond Brewery	101 Kendalia Cir	Spring Branch	TX	78070-6621	29.966107	-98.434083	rdbrewery.com
Ingenious Brewing Company	1986 S Houston Ave	Humble	TX	77396-1507	29.973902	-95.262034	www.ingeniousbeer.com
Second Line Brewing	433 N Bernadotte St	New Orleans	LA	70119-4311	29.982506	-90.105273	www.secondlinebrewing.com
Neches Brewing Company	1108 Port Neches Ave	Port Neches	TX	77651-2804	29.991408	-93.958522	
Wimberley Brewing Co & Brewsters Pizza	9595 Ranch Road 12 Ste 10	Wimberley	TX	78676-5248	30.006339	-98.102499	www.wimberlybrewingcompany.com
Wicked Boxer Brewing	16326 Mueschke Rd # E10	Cypress	TX	77433-4953	30.01183	-95.723591	www.wickedboxer.com
Bearded Fox Brewing Co.	11729 Spring Cypress Rd Ste R	Tomball	TX	77377-6063	30.012587	-95.606556	www.beardedfoxbrewing.com
Southern Yankee Beer Company	930 FM 1960 Suite G	Houston	TX	77073	30.024528	-95.416512	southernyankeebeer.com
Twisted Acre Brewery LLC	16103 Grant Rd Unit J	Cypress	TX	77429-7582	30.024982	-95.659426	www.twistedacre.com
Royal Brewery	7366 Townsend Pl Ste B	New Orleans	LA	70126-1138	30.026753	-90.027543	WWW.royalbrewerynola.com
Pint & Plow	332 Clay St	Kerrville	TX	78028-4502	30.049347	-99.140999	www.pintandplow.com
Basement Brewers of Texas	521 Clay St	Kerrville	TX	78028-4525	30.050539	-99.138647	www.basementbrewersoftexas.com
Back Pew Brewing	26452 Sorters Rd	Porter	TX	77365-4752	30.064566	-95.266427	www.backpewbrewing.com
Megaton Brewery	808 Russell Palmer Rd	Kingwood	TX	77339	30.064753	-95.227194	www.megatonbeer.com
Fortress BeerWorks	2606 Spring Cypress Rd	Spring	TX	77388	30.067402	-95.458583	
Two Wheel Brewing Company	535 S Loop 4	Buda	TX	78610-9388	30.073815	-97.844395	www.twowheelbrewing.com
Cajunboyz Brewery, LLC	114 Power Blvd Ste 3	Reserve	LA	70084-6906	30.07478	-90.565091	www.cajunboyzbrewery.org
Vista Brewing	13551 Ranch To Market Rd 150	Driftwood	TX	78619	30.109086	-98.021175	www.vistabrewingtx.com
Real Ale Brewing Co	231 San Saba Ct	Blanco	TX	78606-4810	30.112953	-98.412941	www.realalebrewing.com
Legacy Ale Works	14965 Old St Augustine Rd Ste 129	Jacksonville	FL	32258	30.143445	-81.520308	www.legacyaleworks.com
Parish Brewing Company	229 Jared Dr	Broussard	LA	70518-4362	30.1592	-91.948452	www.parishbeer.com
Brazos Valley Brewing Company	201 W 1st St	Brenham	TX	77833	30.16448	-96.39865	www.brazosvalleybrewery.com
Twisted X Brewing Co	23455 West RR 150	Dripping Springs	TX	78620	30.165128	-98.084692	www.twistedxbrewing.com
Nivol Brewing	927 Mulberry Ave	Panama City	FL	32401	30.165153	-85.66573	www.nivolbrewery.com
Uncle Ernies Bayfront Grill & Brew House	1151 Bayview Ave	Panama City	FL	32401-1452	30.169819	-85.702805	http://uncleerniesbayfrontgrill.com/welcome/
Thirsty Planet Brewing Co	8201 S Congress Ave	Austin	TX	78745-7305	30.176239	-97.783724	www.thirstyplanet.net
Crying Eagle Brewing Company	1165 E McNeese St	Lake Charles	LA	70607-4753	30.176331	-93.205151	www.cryingeagle.com
Pinglehead Brewing Company / Brewer's Pizza	14B Blanding Blvd Ste B	Orange Park	FL	32073-2232	30.189048	-81.740275	www.brewerspizza.com
Halpatter Brewing Company	264 NE Hernando Ave	Lake City	FL	32055-4012	30.191652	-82.6364	www.halpatterbrewing.com
Acopon Brewing Co	211 W Mercer St	Dripping Springs	TX	78620-5363	30.19263	-98.090187	www.acoponbrewing.com
Suds Monkey Brewing	1032 Canyon Bend Dr Suite A	Dripping Springs	TX	78620-5355	30.194502	-98.024658	www.sudsmonkeybrew.com
Veterans United Craft Brewery	8999 Western Way Ste 104	Jacksonville	FL	32256	30.201254	-81.556654	www.vubrew.com
Brick Vault Brewery & BBQ	102 NW 1st St Highway 90W	Marathon	TX	79842	30.205023	-103.245366	www.gagehotel.com
Lone Pint Brewery	507 Commerce St	Magnolia	TX	77355-8520	30.208928	-95.751415	www.lonepint.com
Independence Brewing	3913 Todd Ln Ste 607	Austin	TX	78744-1061	30.211959	-97.736016	www.independencebrewing.com
Orf Brewing	4700 Burleson Rd Ste F	Austin	TX	78744-1230	30.21291	-97.730659	www.orfbrewing.com
Skull Mechanix Brewing	1005 East St Elmo Rd Bldg 2	Austin	TX	78745	30.213827	-97.755424	www.skullmechanix.com
St. Elmo Brewing Company	440 E Saint Elmo Rd STE G-2	Austin	TX	78745-1281	30.216003	-97.761831	www.stelmobrewing.com
Wicked Barley Brewing Co.	4100 Baymeadows Rd	Jacksonville	FL	32217-4602	30.218224	-81.611272	www.wickedbarley.com
Live Oak Brewing Co	1615 Crozier Ln	del Valle	TX	78617-2129	30.221009	-97.660539	www.liveoakbrewing.com
(512) Brewing Co	407 Radam Ln Ste F200	Austin	TX	78745-1197	30.223039	-97.769781	www.512brewing.com
Nomadic Beerworks	3804 Woodbury Dr Ste A	Austin	TX	78704	30.224406	-97.7605	www.nomadicbeerworks.com
